drug_query,nct_id,brief_title,overall_status,start_date,completion_date,phase,study_type,enrollment,conditions,lead_sponsor
liraglutide,NCT02408705,Investigating the Effect of Liraglutide on the Endogenous Glucose Production During in Tye 1 Diabetes Subjects,COMPLETED,,,PHASE2,INTERVENTIONAL,14,Type 1 Diabetes Mellitus,Medical University of Graz
liraglutide,NCT02109315,"Vitamin C and Liraglutide Effects on Hypoglycemia-induced Oxidative Stress, Inflammation and Endothelial Dysfunction in Type 1 Diabetes.",WITHDRAWN,,,PHASE1,INTERVENTIONAL,0,Type 1 Diabetes Mellitus,Anna Cruceta
liraglutide,NCT01592279,GLP-1 Analogue Treatment in Uncontrolled Type 1 Diabetic Patients,UNKNOWN,,,PHASE4,INTERVENTIONAL,124,Uncontrolled Type 1 Diabetic Patients,Hadassah Medical Organization
liraglutide,NCT05705388,POSE2.0 With GLP-1 Agonist for Obesity Management,UNKNOWN,2023-01-16,2026-01-03,NA,INTERVENTIONAL,50,Obesity,Emirates Health Services (EHS)
liraglutide,NCT02577848,GLP-1 on Non-ST-Segment Elevation Myocardial Infarction,UNKNOWN,,,NA,INTERVENTIONAL,90,Myocardial Infarction,Chinese PLA General Hospital
liraglutide,NCT01336023,"Dual Action of Liraglutide and Insulin Degludec in Type 2 Diabetes: A Trial Comparing the Efficacy and Safety of Insulin Degludec/Liraglutide, Insulin Degludec and Liraglutide in Subjects With Type 2 Diabetes",COMPLETED,2011-05-23,2012-11-22,PHASE3,INTERVENTIONAL,1663,"Diabetes; Diabetes Mellitus, Type 2",Novo Nordisk A/S
liraglutide,NCT02608853,Estimation of Malignancy Rates Within Humedica Patient Populations Sampled to be Representative of Liraglutide Initiators and LEADER™ Trial Participants,COMPLETED,,,,OBSERVATIONAL,9999,"Diabetes; Diabetes Mellitus, Type 2",Novo Nordisk A/S
liraglutide,NCT01455441,The Effects of Physical Training and GLP-1 Receptor Agonist Liraglutide Treatment in Patients With Type 2 Diabetes,COMPLETED,,,PHASE4,INTERVENTIONAL,40,Type 2 Diabetes,Tina Vilsboll
liraglutide,NCT07225829,A Trial to Investigate the Safety and Efficacy of Intra-articular 4P004 Injection in Subjects With Knee Synovitis and Osteoarthritis,RECRUITING,2025-06-17,,PHASE2,INTERVENTIONAL,129,Knee Osteoarthritis; Synovitis of Knee,4Moving Biotech
liraglutide,NCT03182426,Stem Cell Mobilization (Plerixafor) and Immunologic Reset in Type 1 Diabetes (T1DM),COMPLETED,2017-08-15,2024-07-15,"PHASE1, PHASE2",INTERVENTIONAL,22,"Diabetes Mellitus, Type 1",University of Alberta
liraglutide,NCT05360147,Liraglutide Improve Cognitive Function in Patients With Type 2 Diabetes Mellitus,COMPLETED,2021-01-20,2021-05-10,PHASE3,INTERVENTIONAL,30,Type 2 Diabetes Mellitus,Third Military Medical University
liraglutide,NCT02490176,Effects of Glucagon Like Peptide-1 on Haemodynamic Parameters,UNKNOWN,,,NA,INTERVENTIONAL,50,Heart Failure,Chinese PLA General Hospital
liraglutide,NCT02617654,Liraglutide Effect on Beta-cell Function in C-peptide Positive Type 1 Diabetes,COMPLETED,,,PHASE2,INTERVENTIONAL,18,Type 1 Diabetes,Per-Ola Carlsson
liraglutide,NCT01785043,Differences in Endothelial Function Amongst Sitagliptin and Liraglutide Users,COMPLETED,,,PHASE4,INTERVENTIONAL,13,DIABETES Mellitus Type 2 Not Well Controlled,Anna Cruceta
liraglutide,NCT01511172,"Effect of Liraglutide as add-on to Metformin Compared to Either Liraglutide or Metformin Alone, or to a Combination of Metformin and a SU (Sulphonylurea) Agent in Subjects With Type 2 Diabetes",COMPLETED,,,PHASE2,INTERVENTIONAL,145,"Diabetes; Diabetes Mellitus, Type 2",Novo Nordisk A/S
liraglutide,NCT02911948,A Double-blinded Trial Comparing the Efficacy and Safety of Insulin Degludec/Liraglutide and Insulin Degludec Both in Combination With Metformin in Japanese Subjects With Type 2 Diabetes Mellitus Inadequately Controlled With Basal or Pre-mix/Combination Insulin Therapy and Oral Anti-diabetic Drugs,COMPLETED,2016-09-21,2017-11-22,PHASE3,INTERVENTIONAL,210,"Diabetes; Diabetes Mellitus, Type 2",Novo Nordisk A/S
liraglutide,NCT02905864,Liraglutide 3 mg for Knee Osteoarthritis,COMPLETED,,,PHASE4,INTERVENTIONAL,150,Osteoarthritis; Obesity,Henrik Gudbergsen
liraglutide,NCT02473809,"The Effect of Liraglutide on Bone Turnover, Bone Mass and Bone Cell Function",COMPLETED,,,PHASE4,INTERVENTIONAL,60,Diabetes Complications; Osteoporosis,University of Aarhus
liraglutide,NCT03421119,Comparing Efficacy and Safety of CinnaGen-liraglutide Versus Victoza® in Patients With Type II Diabetes,UNKNOWN,2019-06-20,2019-12-01,PHASE3,INTERVENTIONAL,300,"Diabetes Mellitus, Type 2",Cinnagen
liraglutide,NCT04034524,Cardiovascular Outcomes and HbA1c Among Patients With Type 2 Diabetes Newly Initiating GLP1RAs vs Basal Insulin,UNKNOWN,2019-05-01,2020-12-31,,OBSERVATIONAL,20000,"Diabetes Mellitus, Type 2",Brigham and Women's Hospital
liraglutide,NCT03479762,In Market Utilisation of Liraglutide Used for Weight Management in the UK: a Study in the CPRD Primary Care Database,COMPLETED,2018-04-20,2022-09-12,,OBSERVATIONAL,105,Obesity; Overweight,Novo Nordisk A/S
liraglutide,NCT05313529,"LIGHT-MCI Trial: GLP-1 Agonist, SGLT2 Inhibitor, and DPP-4 Inhibitor for MCI Remission in Type 2 Diabetes",ACTIVE_NOT_RECRUITING,2022-10-08,2026-07-31,NA,INTERVENTIONAL,396,Type 2 Diabetes Mellitus; Mild Cognitive Impairment,The Affiliated Nanjing Drum Tower Hospital of Nanjing University Medical School
liraglutide,NCT02483299,Liraglutide as Add on Therapy on Metformin in Women With Polycystic Ovary Syndrome,COMPLETED,,,PHASE4,INTERVENTIONAL,40,PCOS; Obesity,University Medical Centre Ljubljana
liraglutide,NCT02743598,Liraglutide for HIV-associated Neurocognitive Disorder,TERMINATED,,,PHASE4,INTERVENTIONAL,4,HIV Infection; Diabetes Mellitus Type 2; Obesity; Overweight; Metabolic Syndrome,Temple University
liraglutide,NCT03707171,Effects of Liraglutide on the Cognitive Function in Patients With Type 2 Diabetes Mellitus,COMPLETED,2018-10-01,2019-05-01,PHASE3,INTERVENTIONAL,30,Type 2 Diabetes Mellitus,Third Military Medical University
liraglutide,NCT03314844,Plasma Glucagon-like Peptide-1 Levels and In-hospital Complications in ST-segment Elevation Myocardial Infarction,COMPLETED,2013-02-01,2015-02-01,,OBSERVATIONAL,564,STEMI - ST Elevation Myocardial Infarction; Glucagon-like Peptide-1; Bleeding; Complications,Chinese PLA General Hospital
liraglutide,NCT01617434,The Effect of Liraglutide Versus Placebo When Added to Basal Insulin Analogues With or Without Metformin in Subjects With Type 2 Diabetes,COMPLETED,,,PHASE3,INTERVENTIONAL,451,"Diabetes; Diabetes Mellitus, Type 2",Novo Nordisk A/S
liraglutide,NCT00154414,Effect of Liraglutide on Blood Glucose Control in Japanese Subjects With Type 2 Diabetes,COMPLETED,,,PHASE2,INTERVENTIONAL,226,"Diabetes; Diabetes Mellitus, Type 2",Novo Nordisk A/S
liraglutide,NCT01508858,Influence on the Effect of an Oral Contraceptive Drug After Administration of Liraglutide in Postmenopausal Women,COMPLETED,,,PHASE1,INTERVENTIONAL,21,"Diabetes; Diabetes Mellitus, Type 2",Novo Nordisk A/S
liraglutide,NCT01572740,Efficacy and Safety of Liraglutide in Combination With Insulin Therapy Compared to Insulin Alone in Japanese Subjects With Type 2 Diabetes,COMPLETED,2012-04-05,2013-03-27,PHASE3,INTERVENTIONAL,257,"Diabetes; Diabetes Mellitus, Type 2",Novo Nordisk A/S
liraglutide,NCT04137328,Clinical Study on the Improvement of Diabetic Neuropathic Pain by Liraglutide,UNKNOWN,2019-11-30,2022-11-30,NA,INTERVENTIONAL,60,Diabetic Neuropathic Pain,Fudan University
liraglutide,NCT03523273,Pilot Study of the Effect of Liraglutide 3.0 mg on Weight Loss and Gastric Functions in Obesity,COMPLETED,2017-11-29,2021-08-31,PHASE2,INTERVENTIONAL,136,Obesity,"Michael Camilleri, MD"
liraglutide,NCT02072096,A Comparison of Two Treatment Strategies in Older Participants With Type 2 Diabetes Mellitus (T2DM),TERMINATED,,,PHASE4,INTERVENTIONAL,192,"Diabetes Mellitus, Type 2",Eli Lilly and Company
liraglutide,NCT00993720,"Effect of GLP-1 on Insulin-dose, Risk of Hypoglycemia and Gastric Emptying Rate in Patients With Type 1 Diabetes",COMPLETED,,,"PHASE2, PHASE3",INTERVENTIONAL,30,Diabetes Mellitus,Hvidovre University Hospital
liraglutide,NCT02928679,Multi-parametric Imaging of the Knee in Obese Patients With Knee Osteoarthritis; Weight Maintenance,COMPLETED,,2019-03-20,PHASE4,INTERVENTIONAL,150,Osteoarthritis; Obesity,Henrik Gudbergsen
liraglutide,NCT01847313,The Effect of Glucagon-like-peptide 1 (GLP-1) Receptor Agonism on Diabetic Kidney Disease,COMPLETED,,,PHASE3,INTERVENTIONAL,20,Diabetic Kidney Disease,Karl Neff
liraglutide,NCT01931982,Effect of Glucagon-like Peptide 1 (GLP-1) on Microvascular Myocardial Function in Patients With Type 2 Diabetes.,COMPLETED,,,PHASE4,INTERVENTIONAL,20,Type 2 Diabetes; Microvascular Dysfunction,Bispebjerg Hospital
liraglutide,NCT02150707,The Differential Effects of Diabetes Therapy on Inflammation,COMPLETED,,,,OBSERVATIONAL,17,Diabetic Nephropathy; Type 2 Diabetes,University College Dublin
liraglutide,NCT02602600,Glucagon-like Peptide-1 and Coronary Microvascular Dysfunction in Women With Angina Pectoris and no Coronary Stenosis,COMPLETED,2015-11-19,2017-04-18,PHASE4,INTERVENTIONAL,33,Microvascular Angina,Eva Prescott
liraglutide,NCT01599338,"Impact of Liraglutide on Sensory Perception, Sensory Specific Satiety, Liking and Wanting in Type 2 Diabetic Patients",COMPLETED,,,NA,INTERVENTIONAL,30,Type 2 Diabetes Mellitus; Overweight,Centre Hospitalier Universitaire Dijon
liraglutide,NCT01473953,"Safety, Tolerability and Pharmacokinetics of Liraglutide-depot in Healthy Subjects",COMPLETED,,,PHASE1,INTERVENTIONAL,31,"Diabetes; Diabetes Mellitus, Type 2; Healthy",Novo Nordisk A/S
liraglutide,NCT02660047,Effect of Liraglutide on Cardiovascular Endpoints in Diabetes Mellitus Type 2 Patients of South Asian Descent,COMPLETED,,2018-03-09,PHASE4,INTERVENTIONAL,51,Diabetes Mellitus Type 2; Metabolic Syndrome; Cardiovascular Disease; Diastolic Dysfunction; Fatty Liver,Leiden University Medical Center
liraglutide,NCT03371862,Liraglutide on Decreasing Parenteral Support in Short Bowel Patients (SLIPS),WITHDRAWN,2017-10-20,2020-09-30,PHASE2,INTERVENTIONAL,0,Short Bowel Syndrome,Imperial College London
liraglutide,NCT01919489,Liraglutide Hospital Discharge Trial,COMPLETED,,2020-08-30,PHASE4,INTERVENTIONAL,273,Type 2 Diabetes,Emory University
liraglutide,NCT01319240,Safety and Tolerability of Insulin Degludec/Liraglutide (A3) in Healthy Subjects,COMPLETED,,,PHASE1,INTERVENTIONAL,24,Diabetes; Healthy,Novo Nordisk A/S
liraglutide,NCT03011008,Liraglutide as Additional Treatment to Insulin in Patients With Autoimmune Diabetes Mellitus,UNKNOWN,,,PHASE4,INTERVENTIONAL,20,Type 1 Diabetes Mellitus; Autoimmune Diabetes,Second Xiangya Hospital of Central South University
liraglutide,NCT02423824,Cognitive Dysfunction and Glucagon-like Peptide-1 Agonists,COMPLETED,,,PHASE3,INTERVENTIONAL,21,Bipolar Disorder; Major Depressive Disorder,"University Health Network, Toronto"
liraglutide,NCT06482411,Risk Factors Affect Weight Loss Outcomes After Treatment.,COMPLETED,2024-06-27,2025-10-22,,OBSERVATIONAL,3602,Weight Regain,E-DA Hospital
liraglutide,NCT03353948,The Effect of a Liraglutide on IVF in Obese PCOS,COMPLETED,2014-09-01,2016-09-01,PHASE4,INTERVENTIONAL,30,"Polycystic Ovary Syndrome; Obesity; Infertility, Female",University Medical Centre Ljubljana
liraglutide,NCT01725126,"To Investigate the Safety, Tolerability and Pharmacodynamics of GSK2890457 in Healthy Volunteers and Subjects With Type 2 Diabetes",COMPLETED,2013-02-10,2013-09-12,PHASE2,INTERVENTIONAL,53,Obesity,GlaxoSmithKline
liraglutide,NCT00993304,A Trial to Assess the Effect of Liraglutide on Blood Triglyceride (Fat) Levels After a Meal in Type 2 Diabetics,COMPLETED,,,PHASE1,INTERVENTIONAL,20,"Diabetes; Diabetes Mellitus, Type 2",Novo Nordisk A/S
liraglutide,NCT04575844,Effects of Exercise and GLP-1 Agonism on Muscle Microvascular Perfusion and Insulin Action in Adults With Metabolic Syndrome,RECRUITING,2020-11-01,2026-04-30,PHASE4,INTERVENTIONAL,80,Metabolic Syndrome,University of Virginia
liraglutide,NCT02351232,The Lira Pump Trial,COMPLETED,,,"PHASE2, PHASE3",INTERVENTIONAL,44,Type 1 Diabetes,Hvidovre University Hospital
liraglutide,NCT05681299,Effects of GH and Lirglutide on AgRP,RECRUITING,2023-05-01,2028-04-30,PHASE4,INTERVENTIONAL,40,Healthy; Growth Hormone Deficiency,Columbia University
liraglutide,NCT01695109,The Influence of Liraglutide on the Reward Properties of Food: an fMRI Study on Healthy Volunteers,COMPLETED,,,PHASE4,INTERVENTIONAL,16,Healthy Human Male Subjects,Medical University of Vienna
liraglutide,NCT06361238,Liraglutide in Preventing Delirium in Diabetic Elderly After Cardiac Surgery,RECRUITING,2024-11-19,2028-03-31,PHASE3,INTERVENTIONAL,260,"Delirium, Postoperative",The Affiliated Nanjing Drum Tower Hospital of Nanjing University Medical School
liraglutide,NCT05419856,"Safety, Tolerability and Pharmacokinetics of Intraarticular 4P004 Single Dose in Patient With KL 2-4 Osteoarthritic Knee",COMPLETED,2022-08-09,2023-10-31,PHASE1,INTERVENTIONAL,34,Knee Osteoarthritis,4Moving Biotech
liraglutide,NCT01208012,Impact of Liraglutide on Endothelial Function and Microvascular Blood Flow in Type 2 Diabetes Mellitus,COMPLETED,,,PHASE4,INTERVENTIONAL,44,"Diabetes Mellitus, Type 2",ikfe-CRO GmbH
liraglutide,NCT03486392,A Study to Evaluate the Safety and Efficacy of JNJ-64565111 in Non-diabetic Severely Obese Participants,COMPLETED,2018-03-26,2019-03-08,PHASE2,INTERVENTIONAL,474,Obesity,"Janssen Research & Development, LLC"
liraglutide,NCT03712098,Daily Liraglutide for Nicotine Dependence,COMPLETED,2018-11-29,2022-05-25,PHASE2,INTERVENTIONAL,40,"Smoking Cessation; Weight, Body",Rebecca Ashare
liraglutide,NCT02879409,HbA1c Variability in Type II Diabetes,ACTIVE_NOT_RECRUITING,,2026-10-01,NA,INTERVENTIONAL,150,Diabetes Mellitus Type 2,Weill Cornell Medical College in Qatar
liraglutide,NCT06283641,Study to Evaluate the Safety and Effectiveness of Saxenda® for Weight Management in Routine Clinical Practice in Taiwan.,COMPLETED,2024-04-08,2025-01-13,,OBSERVATIONAL,300,Obesity,Novo Nordisk A/S
liraglutide,NCT04020445,Simplification of Complex Insulin Regimens With Preserving Good Glycemic Control in Type 2 Diabetes,COMPLETED,2016-01-01,2022-01-01,,OBSERVATIONAL,150,HBA1c; Body Weight; Hypoglycemia,Bekes County Central Hospital
liraglutide,NCT07301437,RWS of of Liraglutide Alone and in Combination With Orlistat for Weight Loss in Overweight/Obese Patients.,NOT_YET_RECRUITING,2026-05-01,2027-08-31,PHASE4,INTERVENTIONAL,120,Overweight and Obese Adults,The Fourth Affiliated Hospital of Zhejiang University School of Medicine
liraglutide,NCT01516476,Study of RO6807952 in Patients With Diabetes Mellitus Type 2,TERMINATED,,,PHASE2,INTERVENTIONAL,2,Diabetes Mellitus Type 2,Hoffmann-La Roche
liraglutide,NCT02773355,Timely Detection of Treatment Emergent Serious and Non-serious Adverse Events for Saxenda® in Mexican Patients,COMPLETED,2016-05-16,2022-02-28,,OBSERVATIONAL,27,Obesity,Novo Nordisk A/S
liraglutide,NCT01836523,The Efficacy and Safety of Liraglutide as Adjunct Therapy to Insulin in the Treatment of Type 1 Diabetes,COMPLETED,,,PHASE3,INTERVENTIONAL,1398,"Diabetes; Diabetes Mellitus, Type 1",Novo Nordisk A/S
liraglutide,NCT04829903,Dulaglutide Versus Liraglutide in Obese Type 2 Diabetic Adolescents Using Metformin,COMPLETED,2020-01-02,2021-11-20,NA,INTERVENTIONAL,116,Type 2 Diabetes Treated With Insulin; Obesity; Adolescent Obesity,Corporacion Parc Tauli
liraglutide,NCT02638805,Study of the Safety and Tolerability of Switching to ITCA 650 in Patients With Type 2 Diabetes Receiving Liraglutide,COMPLETED,,,PHASE3,INTERVENTIONAL,136,"Diabetes Mellitus, Type 2",Intarcia Therapeutics
liraglutide,NCT02443155,A Clinical Proof-of-principle Trial in Adult Subjects With Newly Diagnosed Type 1 Diabetes Mellitus Investigating the Effect of NNC0114-0006 and Liraglutide on Preservation of Beta-cell Function,COMPLETED,2015-11-10,2019-02-27,PHASE2,INTERVENTIONAL,308,"Diabetes; Diabetes Mellitus, Type 1",Novo Nordisk A/S
liraglutide,NCT00294723,To Evaluate the Effect of Liraglutide Versus Glimepiride (Amaryl®) on Haemoglobin A1c,TERMINATED,,,PHASE3,INTERVENTIONAL,746,"Diabetes; Diabetes Mellitus, Type 2",Novo Nordisk A/S
liraglutide,NCT02205528,A Study of Once-Daily NNC0090-2746 in Participants With Type 2 Diabetes Inadequately Controlled With Metformin,COMPLETED,2014-08-18,2015-09-15,PHASE2,INTERVENTIONAL,108,Diabetes; Diabetes Mellitus Type 2,Novo Nordisk A/S
liraglutide,NCT04525300,Gut Microbiome Changes Following Liraglutide Treatment in Obese Subjects or Overweight Subjects With Co-morbidities,UNKNOWN,2020-05-24,,PHASE3,INTERVENTIONAL,300,Obesity,Xiangya Hospital of Central South University
liraglutide,NCT00331851,Effect of Liraglutide on Blood Glucose Control in Subjects With Type 2 Diabetes,COMPLETED,,,PHASE3,INTERVENTIONAL,584,"Diabetes; Diabetes Mellitus, Type 2",Novo Nordisk A/S
liraglutide,NCT03048578,Clinical Efficacy and Safety of Using 3.0mg Liraglutide to Treat Weight Regain After Roux-en-Y Gastric Bypass Surgery,COMPLETED,2017-05-22,2021-03-02,PHASE4,INTERVENTIONAL,132,Obesity,NYU Langone Health
liraglutide,NCT02207348,Investigating Bioequivalence Between Single-dose Liraglutide Administered Subcutaneously With Two Different Pen-injectors,COMPLETED,,,PHASE1,INTERVENTIONAL,24,Metabolism and Nutrition Disorder; Obesity,Novo Nordisk A/S
liraglutide,NCT01677104,The Microvascular Function of GLP-1 and Its Analogues,COMPLETED,,,NA,INTERVENTIONAL,63,Type 2 Diabetes; Obesity,Katarina Kos
liraglutide,NCT01507285,Safety and Tolerability of Liraglutide in Healthy Volunteers and Subjects With Type 2 Diabetes,COMPLETED,,,PHASE1,INTERVENTIONAL,24,"Diabetes; Diabetes Mellitus, Type 2; Healthy",Novo Nordisk A/S
liraglutide,NCT05111912,Effects of XW003 Versus Liraglutide on Body Weight of Adult Participants With Obesity,COMPLETED,2021-11-30,2022-12-20,PHASE2,INTERVENTIONAL,206,Obesity,Sciwind Biosciences APAC CO Pty. Ltd.
liraglutide,NCT02507128,Effects of Glucagon Like Peptide-1 on No-reflow,UNKNOWN,,,NA,INTERVENTIONAL,190,Acute ST-segment Elevation Myocardial Infarction,"Chen Wei Ren, MD"
liraglutide,NCT03642600,The Gut Microbiome in Women With Polycystic Ovary Syndrome,COMPLETED,2019-02-28,2020-07-03,PHASE4,INTERVENTIONAL,21,PCOS; Obesity; Metabolic Syndrome,Universitaire Ziekenhuizen KU Leuven
liraglutide,NCT04199728,Use of a GLP-1R Agonist to Treat Opioid Use Disorder,COMPLETED,2021-10-18,2023-09-13,"PHASE1, PHASE2",INTERVENTIONAL,27,Opiate Substitution Treatment; Opioid-Related Disorders,Milton S. Hershey Medical Center
liraglutide,NCT03757130,Multiple Ascending Dose Study of AMG 598 in Adults With Obesity,COMPLETED,2018-11-26,2019-12-16,PHASE1,INTERVENTIONAL,50,Obesity,Amgen
liraglutide,NCT01911468,Polycystic Ovary Syndrome and Liraglutide as Add-on Therapy on Metformin,COMPLETED,,,PHASE4,INTERVENTIONAL,36,PCOS; Obesity,University Medical Centre Ljubljana
liraglutide,NCT01739049,Influence of Appetite Related Hormones in Binge Eating Behaviour Among the Overweight and Obese,COMPLETED,,,PHASE4,INTERVENTIONAL,42,Binge Eating Behaviour,Universiti Kebangsaan Malaysia Medical Centre
liraglutide,NCT01392573,A Trial Comparing the Efficacy and Safety of Insulin Degludec/Liraglutide and Insulin Degludec in Subjects With Type 2 Diabetes,COMPLETED,2011-11-28,2012-10-04,PHASE3,INTERVENTIONAL,413,"Diabetes; Diabetes Mellitus, Type 2",Novo Nordisk A/S
liraglutide,NCT03101930,Cardiovascular Effects of GLP-1 Receptor Activation,COMPLETED,2017-05-01,2021-06-24,PHASE4,INTERVENTIONAL,329,Obesity; PreDiabetes,Vanderbilt University Medical Center
liraglutide,NCT03520062,The Effect of Liraglutide on Pancreatic Hormones and Its Size,COMPLETED,2017-08-15,2020-01-01,NA,INTERVENTIONAL,14,Obesity,Nicolai Jacob Wewer Albrechtsen
liraglutide,NCT01128894,A Study to Determine the Efficacy and Safety of Albiglutide as Compared With Liraglutide.,COMPLETED,,,PHASE3,INTERVENTIONAL,841,"Diabetes Mellitus, Type 2",GlaxoSmithKline
liraglutide,NCT01536665,The Effect of Liraglutide Adjunct to Insulin on Glucagon Response to Hypoglycaemia in Subjects With Type 1 Diabetes,COMPLETED,,,PHASE1,INTERVENTIONAL,45,"Diabetes; Diabetes Mellitus, Type 1",Novo Nordisk A/S
liraglutide,NCT06217848,"The Effect of GLP-1 Agonist in Patients With Hypothalamic Obesity: Prospective, Pilot Study",UNKNOWN,2022-11-28,2024-03-08,EARLY_PHASE1,INTERVENTIONAL,50,Panhypopituitarism; Craniopharyngioma; Hypothalamic Obesity,Seoul National University Hospital
liraglutide,NCT00781937,Comparison of Liraglutide Versus Placebo in Weight Loss Maintenance in Obese Subjects: SCALE - Maintenance,COMPLETED,2008-10-30,2010-09-01,PHASE3,INTERVENTIONAL,422,Metabolism and Nutrition Disorder; Obesity,Novo Nordisk A/S
liraglutide,NCT01511198,Efficacy and Safety of Metformin and Liraglutide in Obese Subjects With Type 2 Diabetes Previously Treated With an Oral Hypoglycemic Agent,COMPLETED,,,PHASE2,INTERVENTIONAL,223,"Diabetes; Diabetes Mellitus, Type 2",Novo Nordisk A/S
liraglutide,NCT02055014,Randomisation to Endobarrier Alone Versus With Incretin Analogue in SustainEd Diabesity (REVISE-Diabesity),UNKNOWN,,,PHASE4,INTERVENTIONAL,72,Type 2 Diabetes; Obesity; Diabesity,Sandwell & West Birmingham Hospitals NHS Trust
liraglutide,NCT01615978,Safety and Tolerability of Liraglutide in Japanese Subjects With Type 2 Diabetes,COMPLETED,,,PHASE1,INTERVENTIONAL,15,"Diabetes; Diabetes Mellitus, Type 2",Novo Nordisk A/S
liraglutide,NCT03225209,Medically Reproducing Bariatric Surgery,COMPLETED,2018-01-31,2018-10-23,PHASE2,INTERVENTIONAL,5,Type 2 Diabetes Mellitus,Moahad S Dar
liraglutide,NCT03804411,Prognostic Predictors of Response to Hypoglycemic Therapy,UNKNOWN,2017-08-01,,PHASE4,INTERVENTIONAL,800,"Diabetes Mellitus, Type 2","Federal State Budgetary Institution, V. A. Almazov Federal North-West Medical Research Centre, of the Ministry of Health"
liraglutide,NCT02717858,A Trial to Assess the Effects of Liraglutide on Gallbladder Emptying in Overweight and Obese Subjects.,COMPLETED,2016-03-16,2017-02-27,PHASE1,INTERVENTIONAL,52,Metabolism and Nutrition Disorder; Obesity,Novo Nordisk A/S
liraglutide,NCT06726577,TP04HN106 in the Treatment of Patients With Amyotrophic Lateral Sclerosis,RECRUITING,2024-12-10,,"PHASE1, PHASE2",INTERVENTIONAL,60,Amyotrophic Lateral Sclerosis,"Talengen Institute of Life Sciences, Shenzhen, P.R. China."
liraglutide,NCT02898506,Incretin-based Therapy in Late Preclinical Type 1 Diabetes,COMPLETED,,,PHASE2,INTERVENTIONAL,13,Type 1 Diabetes,University of Oulu
liraglutide,NCT01800968,Functional Impact of GLP-1 for Heart Failure Treatment (FIGHT),COMPLETED,,,PHASE2,INTERVENTIONAL,300,Acute Heart Failure,Duke University
liraglutide,NCT04417582,Life Style Modification Medical and Surgical Management in Patients With Obesity,UNKNOWN,2020-01-01,2025-12-01,,OBSERVATIONAL,1000,"Obesity; Weight Change, Body; Obesity; Endocrine; Obesity, Metabolically Benign",Marmara University
liraglutide,NCT04605861,The Efficacy and Safety of Liraglutide on Body Weight Loss in Obese and Overweight Patients,COMPLETED,2020-08-18,2023-04-15,PHASE3,INTERVENTIONAL,414,Obese; Overweight,Shanghai Zhongshan Hospital
liraglutide,NCT01388361,Comparison of the Efficacy and Safety of Two Intensification Strategies in Subjects With Type 2 Diabetes Inadequately Controlled on Basal Insulin and Metformin,COMPLETED,,,PHASE3,INTERVENTIONAL,413,"Diabetes; Diabetes Mellitus, Type 2",Novo Nordisk A/S
liraglutide,NCT01687582,Effect of GLP-1 Analogs on Psoriasis in Type 2 Diabetic Patients,COMPLETED,,,NA,INTERVENTIONAL,10,Type 2 Diabetes; Psoriasis,Cliniques universitaires Saint-Luc- Université Catholique de Louvain
liraglutide,NCT02008682,"The Efficacy and Safety of Liraglutide Compared to Sitagliptin, Both in Combination With Metformin in Chinese Subjects With Type 2 Diabetes",COMPLETED,,,PHASE4,INTERVENTIONAL,368,"Diabetes; Diabetes Mellitus, Type 2",Novo Nordisk A/S
liraglutide,NCT01845259,Does a GLP-1 Receptor Agonist Change Glucose Tolerance in Antipsychotic-treated Patients?,UNKNOWN,,,PHASE2,INTERVENTIONAL,103,Impaired Glucose Tolerance Associated With Drugs,Psychiatric Centre Rigshospitalet
liraglutide,NCT02060383,Study of Management of Pasireotide-induced Hyperglycemia in Adult Patients With Cushing's Disease or Acromegaly,COMPLETED,2014-05-23,2018-03-26,PHASE4,INTERVENTIONAL,249,Cushing's Disease; Acromegaly,Novartis Pharmaceuticals
liraglutide,NCT03555994,A Study to Investigate the Effect of MEDI0382 on Hepatic Glycogen Metabolism in Overweight and Obese Subjects With Type 2 Diabetes Mellitus.,COMPLETED,2018-05-31,2021-04-14,PHASE2,INTERVENTIONAL,51,Type 2 Diabetes Mellitus,MedImmune LLC
liraglutide,NCT02910544,Weight Loss and Physical Activity in Overweight/Obese Individuals With Knee Osteoarthritis,COMPLETED,,,,OBSERVATIONAL,150,"Osteoarthritis, Knee",Parker Research Institute
liraglutide,NCT03993132,A Study Using Medical Records of Danish People With Type 2 Diabetes Comparing Empagliflozin and Glucagon-Like Peptide-1 Receptor Agonists (GLP1-RA) in the Occurrence of Serious Cardiovascular Outcomes,COMPLETED,2018-10-01,2022-06-16,,OBSERVATIONAL,26774,"Diabetes Mellitus, Type 2",Boehringer Ingelheim
liraglutide,NCT02140983,Effects of Liraglutide on Hippocampal Structure and Function in Aging Adults With Prediabetes,COMPLETED,,,PHASE1,INTERVENTIONAL,41,Insulin Resistance; Dementia,Stanford University
liraglutide,NCT01870297,A Study of LY3025876 in Participants With Diabetes,COMPLETED,,,PHASE1,INTERVENTIONAL,72,Type 2 Diabetes Mellitus,Eli Lilly and Company
liraglutide,NCT03347890,Reward Mechanisms in Obesity,COMPLETED,2018-03-05,2020-03-30,PHASE4,INTERVENTIONAL,70,Obesity,Zoltan Pataky
liraglutide,NCT01517555,Effect of Liraglutide on Absorption of Paracetamol in Subjects With Type 2 Diabetes,COMPLETED,,,PHASE1,INTERVENTIONAL,18,"Diabetes; Diabetes Mellitus, Type 2",Novo Nordisk A/S
